sample_id,tir_200m,tir_100m,rgb_100m
99,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000099/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000099/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000099/rgb_100m.npy
100,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000100/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000100/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000100/rgb_100m.npy
101,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000101/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000101/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000101/rgb_100m.npy
102,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000102/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000102/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000102/rgb_100m.npy
103,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000103/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000103/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000103/rgb_100m.npy
104,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000104/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000104/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000104/rgb_100m.npy
105,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000105/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000105/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000105/rgb_100m.npy
106,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000106/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000106/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000106/rgb_100m.npy
107,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000107/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000107/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000107/rgb_100m.npy
108,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000108/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000108/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000108/rgb_100m.npy
109,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000109/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000109/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000109/rgb_100m.npy
110,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000110/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000110/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000110/rgb_100m.npy
111,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000111/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000111/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000111/rgb_100m.npy
112,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000112/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000112/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000112/rgb_100m.npy
113,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000113/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000113/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000113/rgb_100m.npy
114,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000114/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000114/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000114/rgb_100m.npy
115,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000115/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000115/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000115/rgb_100m.npy
116,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000116/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000116/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000116/rgb_100m.npy
117,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000117/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000117/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000117/rgb_100m.npy
118,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000118/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000118/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000118/rgb_100m.npy
119,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000119/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000119/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000119/rgb_100m.npy
120,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000120/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000120/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000120/rgb_100m.npy
121,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000121/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000121/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000121/rgb_100m.npy
122,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000122/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000122/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000122/rgb_100m.npy
123,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000123/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000123/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000123/rgb_100m.npy
124,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000124/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000124/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000124/rgb_100m.npy
125,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000125/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000125/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000125/rgb_100m.npy
126,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000126/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000126/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000126/rgb_100m.npy
127,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000127/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000127/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000127/rgb_100m.npy
128,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000128/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000128/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000128/rgb_100m.npy
129,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000129/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000129/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000129/rgb_100m.npy
130,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000130/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000130/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000130/rgb_100m.npy
131,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000131/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000131/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000131/rgb_100m.npy
132,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000132/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000132/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000132/rgb_100m.npy
133,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000133/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000133/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000133/rgb_100m.npy
134,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000134/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000134/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000134/rgb_100m.npy
135,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000135/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000135/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000135/rgb_100m.npy
136,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000136/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000136/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000136/rgb_100m.npy
137,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000137/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000137/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000137/rgb_100m.npy
138,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000138/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000138/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000138/rgb_100m.npy
139,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000139/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000139/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000139/rgb_100m.npy
140,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000140/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000140/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000140/rgb_100m.npy
141,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000141/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000141/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000141/rgb_100m.npy
142,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000142/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000142/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000142/rgb_100m.npy
143,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000143/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000143/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000143/rgb_100m.npy
144,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000144/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000144/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000144/rgb_100m.npy
145,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000145/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000145/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000145/rgb_100m.npy
146,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000146/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000146/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000146/rgb_100m.npy
147,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000147/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000147/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000147/rgb_100m.npy
148,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000148/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000148/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000148/rgb_100m.npy
149,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000149/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000149/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000149/rgb_100m.npy
150,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000150/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000150/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000150/rgb_100m.npy
151,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000151/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000151/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000151/rgb_100m.npy
152,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000152/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000152/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000152/rgb_100m.npy
153,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000153/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000153/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000153/rgb_100m.npy
154,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000154/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000154/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000154/rgb_100m.npy
155,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000155/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000155/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000155/rgb_100m.npy
156,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000156/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000156/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000156/rgb_100m.npy
157,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000157/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000157/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000157/rgb_100m.npy
158,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000158/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000158/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000158/rgb_100m.npy
159,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000159/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000159/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000159/rgb_100m.npy
160,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000160/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000160/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000160/rgb_100m.npy
161,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000161/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000161/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000161/rgb_100m.npy
162,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000162/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000162/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000162/rgb_100m.npy
163,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000163/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000163/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000163/rgb_100m.npy
164,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000164/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000164/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000164/rgb_100m.npy
165,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000165/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000165/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000165/rgb_100m.npy
166,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000166/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000166/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000166/rgb_100m.npy
167,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000167/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000167/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000167/rgb_100m.npy
168,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000168/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000168/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000168/rgb_100m.npy
169,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000169/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000169/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000169/rgb_100m.npy
170,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000170/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000170/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000170/rgb_100m.npy
171,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000171/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000171/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000171/rgb_100m.npy
172,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000172/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000172/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000172/rgb_100m.npy
173,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000173/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000173/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000173/rgb_100m.npy
174,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000174/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000174/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000174/rgb_100m.npy
175,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000175/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000175/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000175/rgb_100m.npy
176,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000176/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000176/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000176/rgb_100m.npy
177,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000177/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000177/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000177/rgb_100m.npy
178,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000178/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000178/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000178/rgb_100m.npy
179,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000179/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000179/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000179/rgb_100m.npy
180,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000180/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000180/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000180/rgb_100m.npy
181,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000181/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000181/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000181/rgb_100m.npy
182,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000182/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000182/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000182/rgb_100m.npy
183,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000183/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000183/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000183/rgb_100m.npy
184,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000184/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000184/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000184/rgb_100m.npy
185,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000185/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000185/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000185/rgb_100m.npy
186,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000186/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000186/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000186/rgb_100m.npy
187,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000187/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000187/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000187/rgb_100m.npy
188,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000188/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000188/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000188/rgb_100m.npy
189,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000189/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000189/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000189/rgb_100m.npy
190,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000190/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000190/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000190/rgb_100m.npy
191,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000191/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000191/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000191/rgb_100m.npy
192,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000192/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000192/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000192/rgb_100m.npy
193,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000193/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000193/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000193/rgb_100m.npy
194,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000194/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000194/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000194/rgb_100m.npy
195,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000195/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000195/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000195/rgb_100m.npy
196,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000196/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000196/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000196/rgb_100m.npy
197,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000197/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000197/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000197/rgb_100m.npy
198,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000198/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000198/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000198/rgb_100m.npy
199,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000199/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000199/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000199/rgb_100m.npy
